 train         node      observed        predicted
     y            7    1.300000E+06     9.370035E+05
     y           19    1.700000E+06     7.060558E+05
     y           32    4.280000E+05     5.728587E+05
     y           19    1.125000E+06     7.060558E+05
     y           33    4.710000E+05     3.990938E+05
     y           17    3.730000E+05     3.708738E+05
     y           19    6.680000E+05     7.060558E+05
     y           33    1.700000E+05     3.990938E+05
     y           48    8.040000E+05     7.757435E+05
     y           48    2.120000E+05     7.757435E+05
     y           17    5.050000E+05     3.708738E+05
     y           33    5.750000E+05     3.990938E+05
     y           17    3.050000E+05     3.708738E+05
     y            7    1.900000E+06     9.370035E+05
     y           73    5.450000E+05     5.120566E+05
     y           37    3.950000E+05     4.740929E+05
     y           53    7.980000E+05     1.152055E+06
     y           48    1.160000E+06     7.757435E+05
     y           33    5.000000E+05     3.990938E+05
     y            7    6.600000E+05     9.370035E+05
     y           72    5.470000E+05     6.913100E+05
     y           17    7.490000E+05     3.708738E+05
     y           73    8.830000E+05     5.120566E+05
     y           53    4.500000E+05     1.152055E+06
     y           37    3.850000E+05     4.740929E+05
     y           73    5.330000E+05     5.120566E+05
     y           33    2.500000E+05     3.990938E+05
     y           53    8.500000E+05     1.152055E+06
     y           33    2.700000E+05     3.990938E+05
     y            7    1.350000E+06     9.370035E+05
     y           73    2.800000E+05     5.120566E+05
     y           53    1.640000E+06     1.152055E+06
     y           17    2.500000E+05     3.708738E+05
     y           17    3.220000E+05     3.708738E+05
     y           37    2.790000E+05     4.740929E+05
     y           37    5.850000E+05     4.740929E+05
     y           48    7.000000E+05     7.757435E+05
     y           33    3.070000E+05     3.990938E+05
     y           37    7.810000E+05     4.740929E+05
     y           73    5.610000E+05     5.120566E+05
     y           53    2.395000E+06     1.152055E+06
     y           17    2.520000E+05     3.708738E+05
     y           48    3.950000E+05     7.757435E+05
     y           17    2.740000E+05     3.708738E+05
     y           17    3.240000E+05     3.708738E+05
     y           17    2.700000E+05     3.708738E+05
     y           17    3.050000E+05     3.708738E+05
     y            7    1.131000E+06     9.370035E+05
     y           37    9.000000E+05     4.740929E+05
     y           25    7.950000E+05     6.117883E+05
     y           37    2.700000E+05     4.740929E+05
     y           17    2.390000E+05     3.708738E+05
     y           48    6.300000E+05     7.757435E+05
     y           53    1.700000E+06     1.152055E+06
     y           73    6.310000E+05     5.120566E+05
     y           37    3.000000E+05     4.740929E+05
     y           17    2.680000E+05     3.708738E+05
     y           48    7.000000E+05     7.757435E+05
     y           37    3.940000E+05     4.740929E+05
     y           17    3.230000E+05     3.708738E+05
     y           33    2.330000E+05     3.990938E+05
     y           17    3.330000E+05     3.708738E+05
     y           73    5.810000E+05     5.120566E+05
     y            7    1.100000E+06     9.370035E+05
     y           37    3.800000E+05     4.740929E+05
     y           17    2.570000E+05     3.708738E+05
     y           37    6.000000E+05     4.740929E+05
     y           48    7.500000E+05     7.757435E+05
     y           17    2.220000E+05     3.708738E+05
     y           48    4.300000E+05     7.757435E+05
     y           73    3.350000E+05     5.120566E+05
     y           25    8.490000E+05     6.117883E+05
     y           17    1.990000E+05     3.708738E+05
     y            7    8.000000E+05     9.370035E+05
     y           33    2.710000E+05     3.990938E+05
     y           37    6.450000E+05     4.740929E+05
     y           37    6.650000E+05     4.740929E+05
     y           19    4.530000E+05     7.060558E+05
     y           33    2.540000E+05     3.990938E+05
     y           48    6.300000E+05     7.757435E+05
     y           37    2.450000E+05     4.740929E+05
     y           48    8.740000E+05     7.757435E+05
     y           48    3.000000E+05     7.757435E+05
     y           17    3.500000E+05     3.708738E+05
     y           37    6.700000E+05     4.740929E+05
     y           37    5.990000E+05     4.740929E+05
     y           72    5.550000E+05     6.913100E+05
     y           53    9.550000E+05     1.152055E+06
     y           17    7.250000E+05     3.708738E+05
     y           37    7.990000E+05     4.740929E+05
     y           25    7.690000E+05     6.117883E+05
     y           33    1.580000E+05     3.990938E+05
     y           48    6.300000E+05     7.757435E+05
     y           33    3.750000E+05     3.990938E+05
     y           17    2.800000E+05     3.708738E+05
     y           73    3.320000E+05     5.120566E+05
     y           17    5.100000E+05     3.708738E+05
     y            7    9.500000E+05     9.370035E+05
     y           37    4.350000E+05     4.740929E+05
     y           73    4.560000E+05     5.120566E+05
     y           48    7.890000E+05     7.757435E+05
     y           19    7.450000E+05     7.060558E+05
     y           17    2.400000E+05     3.708738E+05
     y           17    1.850000E+05     3.708738E+05
     y           37    4.200000E+05     4.740929E+05
     y           17    2.600000E+05     3.708738E+05
     y           37    3.480000E+05     4.740929E+05
     y           48    5.340000E+05     7.757435E+05
     y           48    5.800000E+05     7.757435E+05
     y           32    4.140000E+05     5.728587E+05
     y           54    2.880000E+05     5.411277E+05
     y           17    4.100000E+05     3.708738E+05
     y           17    1.250000E+05     3.708738E+05
     y           48    4.200000E+05     7.757435E+05
     y           17    2.830000E+05     3.708738E+05
     y           53    2.395000E+06     1.152055E+06
     y           17    1.320000E+05     3.708738E+05
     y           37    2.620000E+05     4.740929E+05
     y           53    9.040000E+05     1.152055E+06
     y           73    3.330000E+05     5.120566E+05
     y           48    2.395000E+06     7.757435E+05
     y           73    4.280000E+05     5.120566E+05
     y           32    5.470000E+05     5.728587E+05
     y           37    4.600000E+05     4.740929E+05
     y           37    3.250000E+05     4.740929E+05
     y           48    6.150000E+05     7.757435E+05
     y           37    3.350000E+05     4.740929E+05
     y           25    7.250000E+05     6.117883E+05
     y           33    3.600000E+05     3.990938E+05
     y           37    4.000000E+05     4.740929E+05
     y           53    1.267000E+06     1.152055E+06
     y           17    2.800000E+05     3.708738E+05
     y           17    5.400000E+05     3.708738E+05
     y           37    1.410000E+05     4.740929E+05
     y           72    5.730000E+05     6.913100E+05
     y           53    7.000000E+05     1.152055E+06
     y           32    4.250000E+05     5.728587E+05
     y           33    5.190000E+05     3.990938E+05
     y           19    4.750000E+05     7.060558E+05
     y           19    8.880000E+05     7.060558E+05
     y           37    6.590000E+05     4.740929E+05
     y          171    3.500000E+05     3.876319E+05
     y          163    3.700000E+05     2.722978E+05
     y           83    2.850000E+05     2.856080E+05
     y           25    6.620000E+05     6.117883E+05
     y          162    2.500000E+05     2.110089E+05
     y           22    3.500000E+05     4.070556E+05
     y           22    5.130000E+05     4.070556E+05
     y           83    3.100000E+05     2.856080E+05
     y          199    5.200000E+05     4.585906E+05
     y          163    3.200000E+05     2.722978E+05
     y          171    9.750000E+05     3.876319E+05
     y          105    9.750000E+05     7.986500E+05
     y          168    3.720000E+05     3.927879E+05
     y          170    3.290000E+05     3.160221E+05
     y           83    3.050000E+05     2.856080E+05
     y          170    2.700000E+05     3.160221E+05
     y          163    3.770000E+05     2.722978E+05
     y          197    2.900000E+05     4.851590E+05
     y           86    3.350000E+05     2.872514E+05
     y           22    3.900000E+05     4.070556E+05
     y           87    3.190000E+05     3.463185E+05
     y          197    3.360000E+05     4.851590E+05
     y           54    5.870000E+05     5.411277E+05
     y          163    2.610000E+05     2.722978E+05
     y           83    3.300000E+05     2.856080E+05
     y          197    5.160000E+05     4.851590E+05
     y           82    2.050000E+05     2.179247E+05
     y           23    5.560000E+05     5.532299E+05
     y           22    3.930000E+05     4.070556E+05
     y           82    2.850000E+05     2.179247E+05
     y          163    4.300000E+05     2.722978E+05
     y          163    1.500000E+05     2.722978E+05
     y           83    2.470000E+05     2.856080E+05
     y          162    2.050000E+05     2.110089E+05
     y          163    2.660000E+05     2.722978E+05
     y           86    2.650000E+05     2.872514E+05
     y           87    3.050000E+05     3.463185E+05
     y           83    3.250000E+05     2.856080E+05
     y          170    3.900000E+05     3.160221E+05
     y          199    4.140000E+05     4.585906E+05
     y           86    4.200000E+05     2.872514E+05
     y          162    1.750000E+05     2.110089E+05
     y          163    3.880000E+05     2.722978E+05
     y           22    4.950000E+05     4.070556E+05
     y          163    5.390000E+05     2.722978E+05
