 train       observed       predicted
 y     2.480000E+05     2.499622E+05
 y     1.650000E+05     2.445366E+05
 y     1.780000E+05     1.776526E+05
 y     3.500000E+05     3.564337E+05
 y     3.740000E+05     4.613032E+05
 y     3.050000E+05     2.342731E+05
 y     2.250000E+05     1.716125E+05
 y     3.940000E+05     4.734178E+05
 y     2.220000E+05     2.362038E+05
 y     2.760000E+05     3.111614E+05
 y     2.120000E+05     2.963657E+05
 y     3.480000E+05     2.983887E+05
 y     3.420000E+05     4.335693E+05
 y     2.350000E+05     2.645282E+05
 y     2.510000E+05     3.085928E+05
 y     5.120000E+05     6.680907E+05
 y     5.640000E+05     5.326759E+05
 y     4.170000E+05     3.960493E+05
 y     5.200000E+05     5.069033E+05
 y     3.160000E+05     3.328080E+05
 y     1.910000E+05     2.121765E+05
 y     5.200000E+05     3.870479E+05
 y     3.700000E+05     3.425840E+05
 y     2.650000E+05     2.792775E+05
 y     5.990000E+05     6.051110E+05
 y     3.070000E+05     3.043871E+05
 y     8.250000E+05     5.061729E+05
 y     5.360000E+05     5.591572E+05
 y     1.600000E+05     2.135974E+05
 y     2.030000E+05     3.309107E+05
 y     4.660000E+05     4.582031E+05
 y     2.790000E+05     3.019140E+05
 y     6.970000E+05     5.980463E+05
 y     3.950000E+05     3.285386E+05
 y     3.340000E+05     3.815176E+05
 y     5.750000E+05     4.323684E+05
 y     2.200000E+05     2.696332E+05
 y     6.320000E+05     6.131458E+05
 y     1.269000E+05     1.817540E+05
 y     8.720750E+05     7.921988E+05
 y     2.140000E+05     2.502905E+05
 y     5.750000E+05     5.249576E+05
 y     3.000000E+05     3.042973E+05
 y     2.440000E+05     2.377290E+05
 y     4.290000E+05     4.692378E+05
 y     4.360000E+05     4.986019E+05
 y     6.490000E+05     7.239153E+05
 y     2.100000E+05     2.943616E+05
 y     7.490000E+05     5.354702E+05
 y     4.400000E+05     3.183520E+05
 y     5.000000E+05     3.973620E+05
 y     6.500000E+05     4.564034E+05
 y     4.320000E+05     3.000436E+05
 y     2.720000E+05     2.619536E+05
 y     3.900000E+05     3.220502E+05
 y     2.820000E+05     3.296199E+05
 y     3.890000E+05     3.686813E+05
 y     2.440000E+05     2.232053E+05
 y     5.350000E+05     6.555698E+05
 y     4.170000E+05     3.691234E+05
 y     1.570000E+05     2.122416E+05
 y     1.940000E+05     2.028152E+05
 y     2.950000E+05     2.889536E+05
 y     2.650000E+05     2.685995E+05
 y     3.600000E+05     3.633169E+05
 y     2.010000E+05     1.999765E+05
 y     2.180000E+05     2.306033E+05
 y     8.000000E+05     5.339452E+05
 y     2.800000E+05     2.164898E+05
 y     8.486900E+05     7.074969E+05
 y     1.900000E+05     2.024705E+05
 y     6.850000E+05     4.404060E+05
 y     3.180000E+05     3.085533E+05
 y     6.570000E+05     4.263915E+05
 y     1.520000E+05     2.345200E+05
 y     3.340000E+05     3.290944E+05
 y     2.500000E+05     2.649081E+05
 y     5.530000E+05     4.726243E+05
 y     2.300000E+05     2.884419E+05
 y     3.000000E+05     3.011640E+05
 y     3.370000E+05     4.073654E+05
 y     2.200000E+05     3.360412E+05
 y     6.400000E+05     7.445991E+05
 y     2.580000E+05     3.189979E+05
 y     3.260000E+05     3.304212E+05
 y     2.840000E+05     3.320316E+05
 y     3.150000E+05     2.995422E+05
 y     8.486900E+05     7.752661E+05
 y     3.690000E+05     2.872529E+05
 y     1.830000E+05     2.683723E+05
 y     2.200000E+05     2.445364E+05
 y     2.550000E+05     2.647754E+05
 y     3.110000E+05     2.836750E+05
 y     4.010000E+05     4.743168E+05
 y     2.370000E+05     2.926332E+05
 y     3.900000E+05     4.031482E+05
 y     2.320000E+05     2.350777E+05
 y     8.460000E+05     7.938049E+05
 y     4.600000E+05     4.898568E+05
 y     3.380000E+05     2.825817E+05
 y     2.270000E+05     2.354411E+05
 y     5.300000E+05     5.314173E+05
 y     3.330000E+05     2.498976E+05
 y     7.500000E+05     7.307147E+05
 y     3.950000E+05     4.123245E+05
 y     2.040000E+05     1.995234E+05
 y     3.690000E+05     3.182228E+05
 y     2.120000E+05     2.522861E+05
 y     3.150000E+05     3.962381E+05
 y     2.070000E+05     2.123190E+05
 y     3.270000E+05     3.837786E+05
 y     8.720750E+05     8.012674E+05
 y     4.910000E+05     2.943761E+05
 y     2.520000E+05     2.703476E+05
 y     2.700000E+05     3.167536E+05
 y     6.500000E+05     5.554469E+05
 y     4.060000E+05     2.505003E+05
 y     6.210000E+05     2.852857E+05
 y     1.720000E+05     2.124110E+05
 y     2.430000E+05     3.477949E+05
 y     2.380000E+05     2.889834E+05
 y     2.370000E+05     2.433141E+05
 y     1.900000E+05     2.704470E+05
 y     3.750000E+05     3.519358E+05
 y     3.470000E+05     2.378574E+05
 y     4.860000E+05     4.150228E+05
 y     1.780000E+05     2.262938E+05
 y     2.440000E+05     2.422686E+05
 y     1.890000E+05     2.760210E+05
 y     2.510000E+05     3.174355E+05
 y     2.390000E+05     2.580684E+05
 y     2.350000E+05     2.534678E+05
 y     2.990000E+05     3.214579E+05
 y     7.250000E+05     6.404306E+05
 y     1.980000E+05     2.300081E+05
 y     1.269000E+05     1.830933E+05
 y     4.580000E+05     4.714294E+05
 y     8.486900E+05     6.222810E+05
 y     2.240000E+05     2.336396E+05
 y     2.180000E+05     2.393489E+05
 y     2.850000E+05     3.404930E+05
 y     3.100000E+05     3.168184E+05
 y     2.000000E+05     2.491796E+05
 y     4.160000E+05     3.493614E+05
 y     2.600000E+05     2.808378E+05
 y     2.680000E+05     2.800400E+05
 y     2.460000E+05     2.938480E+05
 y     2.730000E+05     2.446462E+05
 y     3.290000E+05     2.386101E+05
 y     4.570000E+05     5.127317E+05
 y     1.299900E+05     1.648199E+05
 y     1.780000E+05     2.450335E+05
 y     3.400000E+05     3.777869E+05
 y     2.390000E+05     2.300331E+05
 y     3.560000E+05     3.199231E+05
 y     2.000000E+05     1.977851E+05
 y     4.750000E+05     4.871043E+05
 y     3.920000E+05     3.256806E+05
 y     2.920000E+05     3.143851E+05
 y     3.170000E+05     2.893350E+05
 y     1.680000E+05     1.721152E+05
 y     5.780000E+05     5.726061E+05
 y     6.720000E+05     4.245004E+05
 y     2.900000E+05     2.980777E+05
 y     1.300000E+05     1.668569E+05
 y     5.950000E+05     4.484353E+05
 y     4.390000E+05     2.920309E+05
 y     2.690000E+05     3.746375E+05
 y     2.420000E+05     2.421835E+05
 y     1.430000E+05     1.703613E+05
 y     2.420000E+05     2.407093E+05
 y     3.460000E+05     3.124900E+05
 y     4.640000E+05     6.063613E+05
 y     2.770000E+05     3.072601E+05
 y     2.170000E+05     2.643222E+05
 y     5.160000E+05     4.352129E+05
 y     4.500000E+05     4.474744E+05
 y     6.980000E+05     8.083085E+05
 y     3.970000E+05     4.938747E+05
 y     3.180000E+05     3.912801E+05
 y     2.900000E+05     2.838836E+05
 y     2.200000E+05     2.076392E+05
 y     2.990000E+05     2.982415E+05
 y     2.520000E+05     3.257297E+05
 y     3.650000E+05     2.999284E+05
 y     7.690000E+05     6.681364E+05
 y     2.850000E+05     2.246607E+05
 y     1.850000E+05     2.194470E+05
 y     2.400000E+05     2.424875E+05
 y     7.340000E+05     6.039503E+05
 y     3.500000E+05     3.167692E+05
 y     2.170000E+05     2.252156E+05
 y     2.170000E+05     2.319596E+05
 y     2.120000E+05     2.061027E+05
 y     3.000000E+05     3.356019E+05
 y     2.430000E+05     2.402383E+05
 y     1.990000E+05     1.893543E+05
 y     3.630000E+05     4.789952E+05
 y     2.490000E+05     3.586181E+05
 y     2.870000E+05     2.298003E+05
 y     3.690000E+05     2.691191E+05
 y     2.010000E+05     1.830515E+05
 y     3.570000E+05     4.186676E+05
 y     2.220000E+05     2.116156E+05
 y     1.269000E+05     1.718180E+05
 y     2.480000E+05     2.859487E+05
 y     4.200000E+05     4.233303E+05
 y     2.060000E+05     2.095023E+05
 y     3.460000E+05     4.101820E+05
 y     2.200000E+05     2.381469E+05
 y     5.010000E+05     5.802584E+05
 y     4.840000E+05     4.587916E+05
 y     3.650000E+05     4.310701E+05
 y     2.530000E+05     2.727311E+05
 y     2.950000E+05     3.096590E+05
 y     3.940000E+05     3.823908E+05
 y     5.200000E+05     5.227564E+05
 y     2.890000E+05     2.939936E+05
 y     5.000000E+05     5.233608E+05
 y     2.160000E+05     2.336898E+05
 y     2.840000E+05     3.274658E+05
 y     3.290000E+05     2.568838E+05
 y     2.240000E+05     2.071592E+05
 y     2.460000E+05     2.539728E+05
 y     1.810000E+05     2.333059E+05
 y     2.950000E+05     3.131321E+05
 y     1.299900E+05     1.841123E+05
 y     6.040000E+05     5.123048E+05
 y     2.730000E+05     3.091372E+05
 y     2.620000E+05     3.769478E+05
 y     4.930000E+05     3.669380E+05
 y     1.440000E+05     2.163437E+05
 y     1.780000E+05     2.669430E+05
 y     8.486900E+05     7.137271E+05
 y     2.780000E+05     2.928714E+05
 y     3.040000E+05     2.963334E+05
 y     2.100000E+05     2.476480E+05
 y     4.000000E+05     3.264142E+05
 y     3.020000E+05     3.675624E+05
 y     5.740000E+05     5.958263E+05
 y     3.170000E+05     4.578127E+05
 y     5.990000E+05     5.012220E+05
 y     3.730000E+05     3.836071E+05
 y     4.710000E+05     4.133108E+05
 y     5.240000E+05     5.664741E+05
 y     2.290000E+05     2.538044E+05
 y     3.550000E+05     4.229118E+05
 y     5.220000E+05     5.946618E+05
 y     3.000000E+05     2.808300E+05
 y     2.340000E+05     2.206930E+05
 y     3.300000E+05     3.622755E+05
 y     4.740000E+05     4.030402E+05
 y     2.660000E+05     2.769552E+05
 y     6.820000E+05     7.524937E+05
 y     5.550000E+05     6.461901E+05
 y     1.940000E+05     2.354742E+05
 y     2.560000E+05     2.212166E+05
 y     2.500000E+05     2.828472E+05
 y     3.830000E+05     3.524930E+05
 y     5.720000E+05     5.113559E+05
 y     4.690000E+05     3.155813E+05
 y     4.230000E+05     4.738123E+05
 y     1.820000E+05     2.180698E+05
 y     3.250000E+05     2.585233E+05
 y     2.760000E+05     3.046496E+05
 y     3.490000E+05     4.928997E+05
 y     2.680000E+05     2.855966E+05
 y     3.080000E+05     3.671601E+05
 y     4.360000E+05     3.537228E+05
 y     2.700000E+05     2.765567E+05
 y     2.190000E+05     2.692249E+05
 y     2.240000E+05     2.853442E+05
 y     2.340000E+05     2.088149E+05
 y     2.470000E+05     2.783406E+05
 y     3.000000E+05     2.871902E+05
 y     2.640000E+05     2.913891E+05
 y     2.080000E+05     2.221721E+05
 y     4.250000E+05     2.696112E+05
 y     2.000000E+05     2.485334E+05
 y     2.410000E+05     2.933492E+05
 y     3.600000E+05     3.637094E+05
 y     3.550000E+05     3.220073E+05
 y     3.030000E+05     3.809129E+05
 y     2.000000E+05     2.338972E+05
 y     5.080000E+05     4.765481E+05
 y     4.240000E+05     2.568495E+05
 y     1.510000E+05     2.083901E+05
 y     4.500000E+05     3.541413E+05
 y     3.030000E+05     3.290595E+05
 y     4.940000E+05     5.547834E+05
 y     5.720000E+05     5.268222E+05
 y     2.360000E+05     2.960580E+05
 y     2.630000E+05     2.749048E+05
 y     3.410000E+05     3.473049E+05
 y     2.640000E+05     4.091474E+05
 y     2.920000E+05     2.442883E+05
 y     2.750000E+05     2.837610E+05
 y     2.980000E+05     2.932359E+05
 y     2.270000E+05     2.906469E+05
 y     3.000000E+05     3.161632E+05
 y     4.920000E+05     3.708564E+05
 y     2.600000E+05     2.868763E+05
 y     1.800000E+05     1.860998E+05
 y     2.340000E+05     2.312461E+05
 y     3.500000E+05     3.476386E+05
 y     7.800000E+05     5.955905E+05
 y     2.310000E+05     2.336396E+05
 y     1.700000E+05     2.150872E+05
 y     3.630000E+05     4.464093E+05
 y     8.486900E+05     6.689929E+05
 y     5.010000E+05     5.472640E+05
 y     2.090000E+05     2.206472E+05
 y     5.680000E+05     4.339429E+05
 y     3.040000E+05     3.594962E+05
 y     2.250000E+05     2.331073E+05
 y     2.330000E+05     2.868688E+05
 y     2.960000E+05     3.006928E+05
 y     5.390000E+05     3.654837E+05
 y     4.780000E+05     4.659589E+05
 y     3.540000E+05     4.582995E+05
 y     2.020000E+05     2.143497E+05
 y     1.970000E+05     2.697874E+05
 y     1.700000E+05     2.025509E+05
 y     2.500000E+05     2.823217E+05
 y     2.670000E+05     2.578679E+05
 y     3.620000E+05     6.009398E+05
 y     1.920000E+05     2.412326E+05
 y     4.760000E+05     4.821726E+05
 y     2.230000E+05     2.160326E+05
 y     2.480000E+05     2.419254E+05
 y     3.080000E+05     2.560430E+05
 y     2.030000E+05     2.447715E+05
 y     5.140000E+05     6.339431E+05
 y     5.000000E+05     5.318723E+05
 y     4.000000E+05     4.293849E+05
 y     2.310000E+05     2.831079E+05
 y     5.130000E+05     5.252667E+05
 y     3.660000E+05     4.322290E+05
 y     3.560000E+05     4.266465E+05
 y     3.130000E+05     3.166045E+05
 y     2.100000E+05     2.234109E+05
 y     8.486900E+05     6.635706E+05
 y     3.060000E+05     2.767260E+05
 y     3.580000E+05     4.247315E+05
 y     2.820000E+05     3.008671E+05
 y     3.020000E+05     3.050135E+05
 y     1.269000E+05     1.823146E+05
 y     6.220000E+05     6.578432E+05
 y     2.210000E+05     2.595618E+05
 y     2.790000E+05     2.959440E+05
 y     2.690000E+05     3.389623E+05
 y     3.540000E+05     3.824867E+05
 y     2.920000E+05     3.109235E+05
 y     4.160000E+05     4.473051E+05
 y     2.100000E+05     2.129706E+05
 y     2.860000E+05     2.980690E+05
 y     4.890000E+05     4.259080E+05
 y     3.910000E+05     4.958566E+05
 y     3.350000E+05     3.131556E+05
 y     8.720750E+05     5.813283E+05
 y     3.520000E+05     3.484504E+05
 y     1.730000E+05     2.304720E+05
 y     2.020000E+05     2.286921E+05
 y     2.240000E+05     2.206629E+05
 y     8.720750E+05     3.619684E+05
 y     3.000000E+05     3.099818E+05
 y     2.460000E+05     3.113298E+05
 y     3.770000E+05     4.957804E+05
 y     2.400000E+05     2.407308E+05
 y     6.570000E+05     5.405200E+05
 y     2.990000E+05     3.255677E+05
 y     2.880000E+05     3.380152E+05
 y     2.100000E+05     1.993517E+05
 y     4.200000E+05     4.275658E+05
 y     4.760000E+05     3.422679E+05
 y     3.350000E+05     4.135481E+05
 y     2.750000E+05     2.670627E+05
 y     4.230000E+05     3.818575E+05
 y     3.490000E+05     4.264679E+05
 y     2.060000E+05     2.431854E+05
 y     2.220000E+05     2.423847E+05
 y     2.150000E+05     2.197285E+05
 y     1.500000E+05     1.714724E+05
 y     4.400000E+05     4.847428E+05
 y     4.000000E+05     2.903105E+05
 y     2.500000E+05     2.650753E+05
 y     3.220000E+05     3.304212E+05
 y     4.130000E+05     3.983234E+05
 y     2.720000E+05     2.552071E+05
 y     2.320000E+05     2.409706E+05
 y     5.580000E+05     4.428110E+05
 y     5.700000E+05     3.561510E+05
 y     3.170000E+05     4.056032E+05
 y     5.880000E+05     6.627567E+05
 y     3.000000E+05     3.158565E+05
 y     8.486900E+05     6.097042E+05
 y     2.440000E+05     2.681342E+05
 y     2.420000E+05     2.258454E+05
 y     5.660000E+05     4.420766E+05
 y     2.810000E+05     2.990383E+05
 y     3.430000E+05     3.644152E+05
 y     2.300000E+05     2.347456E+05
 y     2.990000E+05     2.088003E+05
 y     7.300000E+05     6.334710E+05
 y     2.140000E+05     2.967693E+05
 y     3.500000E+05     3.856186E+05
 y     2.540000E+05     2.389738E+05
 y     2.300000E+05     2.338343E+05
 y     2.380000E+05     2.830635E+05
 y     1.500000E+05     1.790338E+05
 y     3.350000E+05     3.663481E+05
 y     2.550000E+05     2.456218E+05
 y     2.000000E+05     3.087475E+05
 y     1.920000E+05     2.199738E+05
 y     2.220000E+05     2.488839E+05
 y     5.790000E+05     6.423410E+05
 y     5.230000E+05     3.967067E+05
 y     5.450000E+05     4.899798E+05
 y     5.100000E+05     5.569520E+05
 y     2.150000E+05     2.099834E+05
 y     2.610000E+05     2.791224E+05
 y     2.660000E+05     2.768752E+05
 y     2.820000E+05     3.144946E+05
 y     3.060000E+05     3.385279E+05
 y     3.750000E+05     3.692774E+05
 y     3.420000E+05     3.783642E+05
 y     4.200000E+05     4.644994E+05
 y     3.750000E+05     4.114005E+05
 y     3.750000E+05     3.290013E+05
 y     3.090000E+05     3.678304E+05
 y     7.540000E+05     7.377829E+05
 y     3.880000E+05     4.303456E+05
 y     2.890000E+05     3.184727E+05
 y     8.350000E+05     7.104095E+05
 y     3.900000E+05     3.843711E+05
 y     8.486900E+05     7.637801E+05
 y     2.550000E+05     3.016327E+05
 y     3.330000E+05     2.318664E+05
 y     2.460000E+05     2.424875E+05
 y     3.790000E+05     3.416078E+05
 y     6.300000E+05     5.509909E+05
 y     7.160000E+05     5.561095E+05
 y     3.210000E+05     4.128289E+05
 y     2.810000E+05     3.176088E+05
 y     2.530000E+05     2.931942E+05
 y     5.780000E+05     4.917011E+05
 y     8.486900E+05     7.330856E+05
 y     2.700000E+05     2.563689E+05
 y     4.770000E+05     6.475428E+05
 y     2.040000E+05     2.104714E+05
 y     3.450000E+05     4.028351E+05
 y     2.750000E+05     2.670652E+05
 y     5.230000E+05     4.514492E+05
 y     3.620000E+05     4.128663E+05
 y     3.260000E+05     3.267422E+05
 y     2.850000E+05     3.170205E+05
 y     3.620000E+05     3.559038E+05
 y     3.070000E+05     2.995864E+05
 y     2.000000E+05     2.120243E+05
 y     2.880000E+05     3.006068E+05
 y     2.450000E+05     2.075705E+05
 y     3.450000E+05     2.779024E+05
 y     2.480000E+05     3.139361E+05
 y     2.250000E+05     2.361583E+05
 y     1.800000E+05     2.245271E+05
 y     4.320000E+05     4.851355E+05
 y     2.840000E+05     2.862102E+05
 y     8.020000E+05     6.776719E+05
 y     3.250000E+05     3.182343E+05
 y     3.890000E+05     4.382069E+05
 y     2.940000E+05     3.094561E+05
 y     2.420000E+05     2.422686E+05
 y     4.850000E+05     5.108445E+05
 y     4.050000E+05     4.106391E+05
 y     5.100000E+05     4.518911E+05
 y     2.450000E+05     3.199100E+05
 y     3.000000E+05     4.148668E+05
 y     2.330000E+05     2.452055E+05
 y     2.350000E+05     2.685957E+05
 y     2.350000E+05     3.049834E+05
 y     1.650000E+05     2.091012E+05
